Review,Rating,Product_Name,Product_ID,Sentiment_Score,Sentiment
im writing review day heavy usage first let talk problem heating little phone range hanging seeing extreme level hanging phone recently took screenshot phone hang nothing working try used voice assistant power device work perfectly normal im afraid issue repeated network problem one common pixel series phone everything work fine im happy google failed solved basic issue like hanging network issue battery life,3,"Google Pixel 7a (Coral, 128 GB)",1,0.6808,Positive
loved camera best know use performance also good price feature loaded phone that is something wow overall best mid range yet flagship phone would say camera top notch range mobile,5,"Google Pixel 7a (Coral, 128 GB)",1,0.969,Positive
osm camera looking like wow thanks google,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8481,Positive
great camera good battery sometimes stay day great software best overall experience do not consider gaming heat alot without gaming best per daily us multi taking load artificial intelligence,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9738,Positive
super phone google pixel series,5,"Google Pixel 7a (Coral, 128 GB)",1,0.5994,Positive
one first one purchase pixel snow white perfect pocket friendly premium android smartphone one ask got might final price price generally drop pixel mid range phone couple month let list  con  device feel good your hand compact color coding good button tactile google logo give edge made taiwan logo also ignored font small software experience stock android simply super make you feel easy are unnecessary notification ad apps camera best price point portrait shot fabulous low light photo pretty dynamic yet natural image processing take  bit long produce amazing shot support  band tested airtel  performed extremely well download speed upto maps pricing correct device get one first phone get android google planning good thing artificial intelligence face unlock work good multimedia experience also good vibrant high dynamic range screen power packed stereo speaker con been screen make screen look bit outdated come always  refresh rate display auto switch  depending requirement content displayed battery life good easily last day even heavy usage charging watt slow take hour full charge rest assured phone look good budget go come google one biggest brand world will not disappointed,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9969,Positive
hi first thanks flipkart speedy delivery delivering time first let start look phone inch full high definition plus old display colour good let talk camera think best smartphone price range camera flagship level colour accurate speaker quality top notch con dear google phone feel like heater releasing heat summer mean fix heating issue fast also battery drain fast overall one handed phone performance wise top notch however heating issue need fixed asap,3,"Google Pixel 7a (Coral, 128 GB)",1,0.9648,Positive
smartest phone world google always stay top term camera software optimization pixel pinnacle mobile photography battery quite good charge fast enough first time charge slow charge pretty fast you use google charger bloatware ad nothing clean look googlepixel cleanup,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9106,Positive
good clean android user interface experience good camera google update con phone heat temperature desc battery drain fast need charge frequently connectivity bad result call drop internet final verdict waste money,3,"Google Pixel 7a (Coral, 128 GB)",1,0.1779,Positive
phone handy compact easy carry pocket build quality good best photography software experience excellent thing dislike battery backup mark overall fine anyone think compact phone go,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9169,Positive
perfect design super camera however tremendous heating issue get heated quickly google need work using day,4,"Google Pixel 7a (Coral, 128 GB)",1,0.8225,Positive
pixel lover do not need reason buy one go however pixel best mirage android phone available squeeze even premium smartphone experience smaller cheaper model  brilliant camera excellent smaller screen top performance decent battery life wireless charging face fingerprint unlock water resistance recycled aluminium plastic five year security update android smart software feature competitively priced con optical zoom macro photo mode face unlock option secure rival battery life short bestinclass fairly slow charging,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9744,Positive
overall rating great phone camera lover google great job post processing photo plenty option editing photo camera capturingperforms good even low light portrait mode epic selfie camera average screen greatfeels soft good blaoteare free software experience performance great heating issue please note phone gamers battery drain fast compared phone market one hand operation smooth battery life average one day survived moderate usage been visibly big phone feel great hand aspect ratio perfect,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9922,Positive
worth post discounted price camera user interface unique selling proposition issue reported network battery call quality good battery last full day hour screen time watching videosplaying game drain obviously cannot say con yes battery charging take bit longest fine,5,"Google Pixel 7a (Coral, 128 GB)",1,0.5487,Positive
best flagship google,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6808,Positive
using google phone since upgraded pixel pixel best camera sensor far speaker loud clear touch tactics fabulous smooth responsive touch display good face unlock work fast perfect handy wireless charging quite slow lag playing heavy game heating issue bloatwares value money,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9642,Positive
premium looking battery smooth response charging slow know phones also providing much faster charging long life good battery health battery optimization good drain slowly compared device heating issue does not affect battery gaming phone do not compare secure digital generation however astute score degree room temperature overall performance great artificial intelligence feature making unique price cannot get feature google made possible design metal frame premium quality plastic back make durable display size responseappearance camera night mode good feature best software undoubtedly performance equivalent almost secure digital battery charging value money gamers best others tech people love hidden feature also get know using regularly,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9841,Positive
best phone price point awesome camera flawless software experience complaint heating battery drain upgrading android premium built quality tactic feedback call quality network reception topnotch totally loving coral colour,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9392,Positive
come pixel experience experience flaw camera tactic feedback awesome everything else let first hardware flaw heat lot battery drain fast battery alone make phone that is pain live performance also sub par you need apps charger charge acceptable pace software flaw video lte call supported mean jio video call you need use meet apps make video call call recording supported switching mobiledata sim hassle you need dive deep setting phone okay really worth price asks,3,"Google Pixel 7a (Coral, 128 GB)",1,0.8313,Positive
google pixel money worth product camera super operating smooth processor good display nice issue google pls take care battery charging issue product fast charging pls improve,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9531,Positive
pixel sea remarkable device combine topnotch camera quality compact portable design primary camera capture stunning photo clarity vibrant color impressive detail phone lowlight performance exceptional allowing capture memorable moment even challenging lighting condition versatile camera mode setting including manual mode enhanced feature phone caters variety photography style additionally frontfacing camera delivers excellent selfie accurate skin tone sharp detail overall pixel perfect blend compactness excellent camera quality making ideal choice photography enthusiast go,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9837,Positive
overheating issue get hot way faster also scroll slowly feel like   probably might get fixed software update apart two good phone feature wise big jump camera little bit better planning stable phone run cool smooth would recommend,3,"Google Pixel 7a (Coral, 128 GB)",1,0.9444,Positive
you leave heating issue must say new love,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6124,Positive
buy camera software experience need improve screen quality,3,"Google Pixel 7a (Coral, 128 GB)",1,0.4404,Positive
bought phone camera quality photo great rendering original color much disappointment battery charging bought original google charger phone battery wasnt charging research google disabled adaptive charging started charging dead slow took hour charge heating issue also heat badly like cannot hold phone hand st day observation update using day edit nd day morning charged faster edit heating issue reduced nd day use battery draining fast restricted background activity many apps helped reduce draining speed  awesome camera quality accurate color low light excellent night shot con battery need charged twice day cannot set separate ringtone dual sim cast screen chromecast inbuilt tv,3,"Google Pixel 7a (Coral, 128 GB)",1,-0.1601,Negative
overheating issue hope google fix soon otherwise experience will not satisfactory ever,3,"Google Pixel 7a (Coral, 128 GB)",1,0.1999,Positive
camera guy go,5,"Google Pixel 7a (Coral, 128 GB)",1,0.0,Neutral
fabulous camera quality,5,"Google Pixel 7a (Coral, 128 GB)",1,0.5267,Positive
rd pixel phone bought previously although pixel phone does not well indian market happy available flipkart quite price yet regretful really liked design since previous phone pixel quite similar look feel feel much new phone previously upgrading one thing notice using day seems speaker better heating issue well know much complaint heating issue even bought casual user find problem till great phone glad part teampixel looking forward pixel user future,4,"Google Pixel 7a (Coral, 128 GB)",1,0.836,Positive
one tell battery charging time pixel slow charging hour take time full charge,3,"Google Pixel 7a (Coral, 128 GB)",1,0.0,Neutral
awesome product great camera,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8481,Positive
google done good job build quality phone also run smoothly daily usage heard heating issue social medium platform yes heating issue quite odd tends get warm even light usage,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6003,Positive
good camera take accurate photo light pixel user interface addictive know want bug lesser skin performance best will not complain bad battery drain faster charging speed been,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9074,Positive
casual user looking camera centric phone clean smooth user interface compact design blindly go bang buck limitation okay slow charging phone bother mind phone get warm hot sometimes you are performing extensive task using mobile data long time,4,"Google Pixel 7a (Coral, 128 GB)",1,0.4019,Positive
good product value money,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6486,Positive
awesome camera colourful display,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6249,Positive
best camera,4,"Google Pixel 7a (Coral, 128 GB)",1,0.6369,Positive
loved tactics really great heat bit hope would fix later update charging slow fine might help you get bit organised guess,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9402,Positive
you sha get phone you love taking photo you love stock android get improved pixel much faster generally expect pixel phone usually pixel phone much slower compared flagship time google nailed raw performance hate  modem garbage use  disabled lte you do not disable  phone heat little phone continuously searching  network unless disabled setting fingerprint scanner really annoying seriously google battery much less you compare older model negative newer better performing processor actually you enable battery save save lot battery especially mobile data using phone wireless fidelity network sufficient charge,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8698,Positive
camera decent battery charging slow take hour full charge using google adapter battery draining issue,3,"Google Pixel 7a (Coral, 128 GB)",1,0.0,Neutral
one best camera phone,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6369,Positive
nice phone really amazing stock android experience awesome camera give real color tone amazing product value money best android phone best camera,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9796,Positive
reviewing week purchase earlier using redmi note  expecting better pixel disappointed good thing built quality tear camera average night mode really good user interface basic will not like you come xiaomi touch average sometimes hard click poor battery performance make worst full charge without  without much use will not long day even watching video using camera mobile heat lot personally spending k worth retreating choose pixel,2,"Google Pixel 7a (Coral, 128 GB)",1,-0.4956,Negative
worth  worth mind blowing,5,"Google Pixel 7a (Coral, 128 GB)",1,0.4215,Positive
pixel charm lady gentleman,5,"Google Pixel 7a (Coral, 128 GB)",1,0.4019,Positive
amazing worth buying pixel never disappoint you,5,"Google Pixel 7a (Coral, 128 GB)",1,0.7881,Positive
hi reviewing month usage camera awesome camera quality battery life good phone k price initial day heating observed day regular use observed heating issue since usage heavy battery work nominal calling whats app video watch hour charging take hour full charge watt charger,5,"Google Pixel 7a (Coral, 128 GB)",1,0.7906,Positive
reviewing using week  camera camera best better phones iphone user friend appreciation camera however im yet test video bought camera look design excellent design look phones common day owner unique phone brings sense pride people love phone see con battery battery backup awesome great last enough like phones charge hour great enough never charge phone do not understand people complaining fingerprint fingerprint does not work well recent update android hope google find fix issue soon display great guess sometimes touch did not work properly do not know got defective one,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9935,Positive
perfect camera performance super,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8225,Positive
feel premium hand day day task smooth take good photo editing like color enhance anything done attached photo tried playing battle ground mobile india performance smooth game almost constant frames per second heat gaming cannot play high end game long got update day got phone updated android review based experience heated setting phone included transferring app data old phone one first update did not face issue heating normal usage still heat graphic intensive task though almost every phone heat old realme heat even into  brother pixel heat relatively quickly into  hell even iphone  max heat battery backup average first two day started improve google artificial intelligence magic background easily handle day medium usage today screen time around hour minute still battery left around hour since last charged guess give around hour special operation team first day around hour today hour special operation team today did not graphic intensive task apart recording  frames per second video around minute screen refresh rate set smooth,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9035,Positive
camera quality awesome experience,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6249,Positive
purchased phone trusted name google hope maybe competitive make phone like apple unfortunately phone finger touch sensor useless checked user issue reported thing heating problem really regret putting buck buying stable reliable product think google need first resolve basic issue improving advance issue,4,"Google Pixel 7a (Coral, 128 GB)",1,0.701,Positive
camera super battery last less phone charging slow take hour samsung watt charger also get hot used outdoor remains manageable brightness little less outdoor take remains visible,4,"Google Pixel 7a (Coral, 128 GB)",1,0.7579,Positive
best choice android segment camera good battery last hour moderate use phone heat normal improved later adjustment preinstall boatwares review using couple day update later drastic change update day heating problem solved may due artificial intelligence claimed google,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9136,Positive
overall good product giving review week use also update android camera awesome night camera is not good noise easily visible performance better good high level gamers casual gamers happy yeah get little bit hot irritating hot managed comfortable hold easy use average charging speed look really different everyone going to notice high gamer want good looking different others go,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9825,Positive
good compact phone daily use easy handle work nice camera quality compare iphone realistic photo china phone though gb option well,4,"Google Pixel 7a (Coral, 128 GB)",1,0.8658,Positive
bought coral variant bigger better deal phone warming setup got security update android setup phone pleasure use i have faced network issue heating issue camera awesome battery backup okay im getting full day charge charging speed painfully slow though,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9042,Positive
for your information cover included phone bought separately smoothness phone picture quality photo optimization google pixel amazing magic erased portrait blur long exposure photographer house definitely love feature like taking picture also get latest update first google,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9413,Positive
first pixel device would say build quality good loose frame cracking sound compact phone inch screen easy use one handed camera quality top notch point shoot would good photo charging kept watt that is fine battery backup fine giving hour screen time normal usage price good upgrade looking first pixel device go phone buy blindly,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9136,Positive
do not know bug please try use google pixel,3,"Google Pixel 7a (Coral, 128 GB)",1,-0.2411,Negative
pixel perfect phone week review awesome camera though update get even better design good battery mixed usage give full day backup performance good bitter even  feel smooth enough tactics good charging slow battery last long big issuers normal charger  connectivity issue heating occurs using  map  work awesome issue resolved temperature going india summer update processor capable enough run multi task heavy apps worry performance part besides thing nothing worry everything awesome update month feel like adaptive thing really work great according usage satisfied update like feature drop does not release every phone time batch heating get controlled instagram someday usage connectivity usage resolved overall definitely google artificial intelligence thing work great,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9924,Positive
amazing camera smooth experience phone heat normal usage better ac room always display flicker slow charging overall best phone go iphone user google improves heating issue perfect phone,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9545,Positive
picture quality good,5,"Google Pixel 7a (Coral, 128 GB)",1,0.4404,Positive
nice,5,"Google Pixel 7a (Coral, 128 GB)",1,0.4215,Positive
reviewing phone one month usage camera capture detailed photo dedicated zoom lens missing zoomed photo clear performance phone performs great every day task multitasking ram management great do not heavy gaming play game like pubg call of duty issue battery tweaking setting get hour special operation team every day battery charging slow fast either get heating issue till design like compact design easy one hand use phone do not feel big pocket build quality also great plastic back mimic like glass good quality display display colour vibrant movie look good display although struggle use direct sunlight display bright enough,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9904,Positive
giving review using month awesome camera even iphone cannot best far better performance brand worth money battery backup decent solo glitch hang look sophisticated,5,"Google Pixel 7a (Coral, 128 GB)",1,0.7372,Positive
well liked  photo attached well downgraded flipkart review size limit,5,"Google Pixel 7a (Coral, 128 GB)",1,0.7184,Positive
google pixel one finest phone coral colour really wonderful speaker phone another good quality overall experience well featured android mobile go thank you flipkart,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8883,Positive
one month used mobile lag issue hang problem totally outstanding performance love mobile performance like battery smooth camera outstanding,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9091,Positive
camera design performance software support display  good coming  good does not feel much difference corn slow charging watt max battery backup great acceptable heat top left aluminium frame get warm normal day day task wearable every phone heat much run benchmark software update get pretty hot like lot been quite huge price get around k good k much given star got device around k including exchange bank offer price phone totally worth value money would bought device around k would given star,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9844,Positive
nice phone,5,"Google Pixel 7a (Coral, 128 GB)",1,0.4215,Positive
fabulous phone looking phone around k choice camera performance battery improved previous version little overall,5,"Google Pixel 7a (Coral, 128 GB)",1,0.7579,Positive
really good phone fantastic camera you see camera sample drain battery you using camera performance good,5,"Google Pixel 7a (Coral, 128 GB)",1,0.882,Positive
awesome phone good camera must buy,5,"Google Pixel 7a (Coral, 128 GB)",1,0.7906,Positive
one wk excellent mobile like photography good phone found slow charging issue battery drain fast good sound quality sometimes network issue found display brightness low,5,"Google Pixel 7a (Coral, 128 GB)",1,0.91,Positive
nice battery draining fast,5,"Google Pixel 7a (Coral, 128 GB)",1,0.4215,Positive
first day review faced little heating issue took much time charge camera decent performance seems smooth upgraded galaxy year hope worth since still missing using old one,5,"Google Pixel 7a (Coral, 128 GB)",1,0.3818,Positive
awesome camera poor performance bad quality control,2,"Google Pixel 7a (Coral, 128 GB)",1,-0.3612,Negative
review week camera fantastic battery come one day screen time hour per charge cycle you charge till come easily hour max use full brightness your battery drain easily within hour sure display good charging time would like hour percent may take less hour battery life normal usage like social medium callingvideos scrolling web page play game phone overall experience battery thing good,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9735,Positive
smooth o,5,"Google Pixel 7a (Coral, 128 GB)",1,0.0,Neutral
product worth expectation find many better option price range camera worth,1,"Google Pixel 7a (Coral, 128 GB)",1,0.6908,Positive
value money,1,"Google Pixel 7a (Coral, 128 GB)",1,0.34,Positive
battery drained fast do not know reason annoying,1,"Google Pixel 7a (Coral, 128 GB)",1,-0.0624,Negative
awesome camera experience performance also good little bit battery performance popup time day want buy normal day today usage enough hard user charge time day worth price personally portrait awesome night photo graph also good love night portrait day time portrait,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9638,Positive
camera good heating issueoverall experience excellent clean user interface experience camera quality awesome battery performance decent stereo speaker like wow,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9623,Positive
amazing product seems like google fixed heating issue recent update loving camera quality great segment,5,"Google Pixel 7a (Coral, 128 GB)",1,0.936,Positive
con heating issue phone heat medium multitasking battery hardly last day standby idle battery drain pixel much better bad tactics motor hardly feel tactics even max vibration strength coming felt like big summer  camera flawless gb ram good upgrade k decent price phone,3,"Google Pixel 7a (Coral, 128 GB)",1,0.8834,Positive
look stylish unique google design nice colour feature smart artificial intelligence feature camera awesome sound decent overall mirage balanced phone feature get directly google,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9136,Positive
con heating issue hope initial setting issue shall improve software update battery last hardly full day may need charge also charging speed better  good design may made premium material does not feel cheap great old screen  refresh rate great camera description needed welcome wireless charging primitive stage though great software user experience wish double click sleep wake facility available,5,"Google Pixel 7a (Coral, 128 GB)",1,0.752,Positive
camera awesome lot edit mode available photo video using iphone earlier phone feeling little bit bulky hand video stable due optical image stabilization,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8669,Positive
product every worth penny photo quality nice phone feel premium holding hand,5,"Google Pixel 7a (Coral, 128 GB)",1,0.7845,Positive
phone pretty look worth price tag they bring k like heating still big problem even  ambient temperature phone start heating basic stuff like scrolling instagram video calling youtubenetflix streaming simply browsing web really becomes uncomfortable hold camera good pixel expected front camera weak low light much noise reduction video loss detail evident performance fine nothing extraordinary lag frame drop multi taking wiping heavy apps irritating given fact chip used  save money spend elsewhere,2,"Google Pixel 7a (Coral, 128 GB)",1,0.2634,Positive
camera perfect battery okay display perfect design awesome performance perfect issue heat soon put water sometime really help,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9643,Positive
recently purchased pixel overall good product range pure android display good inbuilt security chipfeature does not matter using daily usage camera good google say inbuilt artificial intelligence feature google apps best concern battery charging wattwatt fast charger taking hour charge fully do not know google recommended use phone primary phone travel mostly away home,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9496,Positive
getting back pixel delight love interface camera night shot amazing con fast charging,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9169,Positive
google pixel disappointment screen lock sensor fails time time lag persistent,1,"Google Pixel 7a (Coral, 128 GB)",1,-0.8176,Negative
response super fluid phone heating issue ever since updated o android photo taken spectacular even low light rarely requires editing con found charging take little,5,"Google Pixel 7a (Coral, 128 GB)",1,0.4215,Positive
super product charging issue fully charged hour exactly slight heating problem,5,"Google Pixel 7a (Coral, 128 GB)",1,0.0276,Neutral
best phone segment,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6369,Positive
awesome picture quality battery must improved display design better price segment,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8779,Positive
nice mobile simply stock user interface,5,"Google Pixel 7a (Coral, 128 GB)",1,0.4215,Positive
amazing mobile camera amazingbattery backup good thank pixel,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8481,Positive
beautiful pixel everything good except battery backup slow charging,5,"Google Pixel 7a (Coral, 128 GB)",1,0.7783,Positive
camera awesome,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6249,Positive
writing review month phone good smooth  hand feel premium also main thing compact camera literally best price range iphone previously pixel take much better original colour photo processor processor good normal use tried battle ground mobile india took hot drop tagged like crazy minutes got stable getting frames per second constant smooth extreme though gaming device run game decent performance battery battery good take approximately hour charge original samsung charger drain little fast using camera game scrolling call normal task great display display good responsive pixel animation gorgeous full brightness feel low outside condition overall id give device also phone heated lot setting first time upgraded android never heated bit except get warm using camera game long time,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9883,Positive
heat quickly,1,"Google Pixel 7a (Coral, 128 GB)",1,0.0,Neutral
posting review month use camera quality good comparison iphone also happy overall performance phone average user still battery drain quickly even charging night steady mode drain half day performance also okay phone hang alot get stuck multiple time,2,"Google Pixel 7a (Coral, 128 GB)",1,0.7579,Positive
see many review camera awesome without doubt battery okay last whole day moderate use charging slow device heat little call good even iphone heat video call screendisplay awesome tried increasing little system font letter image crisp face recognition work light utterly poor im using touch id fine secure one month i will update later got replacement year old iphone gb worth camera screen far better iphone clean android experience course,4,"Google Pixel 7a (Coral, 128 GB)",1,0.9557,Positive
camera outstanding many feature camera look good using sea blue display good con battery drain issue heating issue slow charging,3,"Google Pixel 7a (Coral, 128 GB)",1,0.8689,Positive
recommended purchase using calling purpose okay otherwise battery performance poor time internet usage camera good,1,"Google Pixel 7a (Coral, 128 GB)",1,0.3612,Positive
excellent display battery back good daily normal use,5,"Google Pixel 7a (Coral, 128 GB)",1,0.765,Positive
heat problem do not purchase,1,"Google Pixel 7a (Coral, 128 GB)",1,-0.4019,Negative
awesome phone love phone,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8519,Positive
pixel phone keep returning since pixel sleek design smooth performance phone unmatchable best choice go android user,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6369,Positive
best mobile use user friendly mobile,5,"Google Pixel 7a (Coral, 128 GB)",1,0.8126,Positive
camera best part device comparison even better well known flagship battery heavy user probably need change day else make till end day also wait device optimism day post first time setup charging bin negative yes charging speed snail pace low take literally hour get fully charged overheating get warm hefty usage otherwise fine also draw comparison mi realme people compared even warm joke apart yes get warm upon heavy usage restricted background apps get resolved performance absolute delight apps task run better smooth gamer though played light game ran fine user interface experience flawless display enabled default enable itis becomes whole different experience display display good quality old complaint yes little less max brightness direct sun visibility good great finally would recommend great phone tick quality one look device problem see battery usage high device battery will not last long stay plugged long time add,5,"Google Pixel 7a (Coral, 128 GB)",1,0.9928,Positive
sum pixelthis best phone ever used,5,"Google Pixel 7a (Coral, 128 GB)",1,0.6369,Positive
pixel experience mindblowing absolute bang buck go,5,"Google Pixel 7a (Coral, 128 GB)",1,0.0,Neutral
mobile heatingand photo erase tool ablebile,2,"Google Pixel 7a (Coral, 128 GB)",1,0.0,Neutral
almost impossible take bad shot phone completely loved,5,"Google Pixel 8 (Rose, 128 GB)",2,0.2398,Positive
using pixel month experience far i will divide review  con  camera far proper point shoot camera open camera click picture turn great compared samsung iphone people prefer picture pixel situation user interface there following pixel user blindly opt i will say right great experience using day find bug report sort like week  update battery there catch use like week beginning bad week do not know happened give like day half battery easily around hour screen time day im moderate user use music social medium camera email look easily distinguished others pixel phone look different feel great hand one hand phone con charging im using google watt charger take around half hour charge like initially charge fast around becomes slow heat you are  network downloading stuff tends heat uncomfortable hot go gaming well accessory hard find market provided company like sign google quite expensive screen guard hard match find network much issue i have using vodafone airtel sim say slight network reception lower phone does not affect calling per say yes affect downloading speed sometimes update month heating issue resolved quite lot hardly find phone heating using charging screen recently noticed bright screen excellent outdoor visibility much brighter phones sure artificial intelligence feature i have used like every artificial intelligence feature i have used magic erased work good feel photoshopped someone even used video  background noise professionally,5,"Google Pixel 8 (Rose, 128 GB)",2,0.994,Positive
love much think design better phone needed camera  mode,5,"Google Pixel 8 (Rose, 128 GB)",2,0.7964,Positive
good camera feature editor amazing,5,"Google Pixel 8 (Rose, 128 GB)",2,0.7717,Positive
overall good premium stock android phone battery heat exposed direct sun sometimes slows charging speed otherwise smooth top notch phone expect pixel device,4,"Google Pixel 8 (Rose, 128 GB)",2,0.5267,Positive
